gene	cytoband
ANAPC5	12q24.31
NDE1	16p13.11
ACAD11	3q22.1
CCL19	9p13.3
CST5	20p11.21
TFB1M	6q25.3
EBF2	8p21.2
CHADL	22q13.2
RAC2	22q13.1
UROD	1p34.1
ARF4	3p14.3
RP11-831H9.11	11q12.3
SNRPE	1q32.1
OR13C3	9q31.1
RHEBL1	12q13.12
B4GALT6	18q12.1
OGT	23q13.1
ATP5MC3	2q31.1
TMED9	5q35.3
C8orf74	8p23.1
GPR160	3q26.2
HS3ST1	4p15.33
SEMA5B	3q21.1
DNAJA4	15q25.1
FBXL19	16p11.2
ARHGAP45	19p13.3
WHRN	9q32
ARMC10	7q22.1
OCIAD2	4p11
PRR9	1q21.3
RP11-286H14.4	7q32.1
FAM131B	7q34
CXXC4	4q24
MYLK	3q21.1
RBAK-RBAKDN	7p22.1
FCHSD2	11q13.4
PALB2	16p12.2
LETM1	4p16.3
TEC	4p11
MAK16	8p12
GAB1	4q31.21
CUL5	11q22.3
HCFC2	12q23.3
TRPM5	11p15.5
NUDT21	16q13
DPP9	19p13.3
SPANXN2	23q27.3
SPANXC	23q27.2
AC013264.1	2q33.1
MON1A	3p21.31
CCL11	17q12
LRRC34	3q26.2
TBC1D1	4p14
BRINP1	9q33.1
BNC1	15q25.2
DAND5	19p13.13
KIR3DL3	19q13.42
ZNF628	19q13.42
KCNB1	20q13.13
SLX4	16p13.3
SPPL2B	19p13.3
SAFB2	19p13.3
CASC3	17q21.1
BCL9	1q21.2
C10orf82	10q25.3
ERI3	1p34.1
ZNF221	19q13.31
RAB3IP	12q15
MIR1199	19p13.12
C4orf33	4q28.2
TRIM64	11q14.3
FZD10	12q24.33
ZMYM1	1p34.3
HSPA1B	6p21.33
SLC25A13	7q21.3
BMP10	2p13.3
CPPED1	16p13.12
EFNA2	19p13.3
SEMA4C	2q11.2
PCYOX1L	5q32
MLXIPL	7q11.23
VCY1B	24q11.221
LEXM	1p32.3
KIFBP	10q22.1
ZNF467	7q36.1
NUP107	12q15
UTP23	8q24.11
COX7B	23q21.1
PDZRN4	12q12
PTK7	6p21.1
MARCHF11	5p15.1
HMGCLL1	6p12.1
TTK	6q14.1
KANSL3	2q11.2
GTPBP2	6p21.1
EEPD1	7p14.2
HMG20A	15q24.3
BLOC1S6	15q21.1
KRTAP19-2	21q22.11
ZNF292	6q14.3
MS4A8	11q12.2
QDPR	4p15.32
CD300A	17q25.1
VLDLR	9p24.2
SLC39A9	14q24.1
FFAR2	19q13.12
CLTCL1	22q11.21
GLTPD2	17p13.2
C1orf105	1q24.3
GLCE	15q23
ALKBH4	7q22.1
SMOX	20p13
MRPS27	5q13.2
PRR32	23q25
STYXL2	1q24.1
AGBL1	15q25.3
C6orf223	6p21.1
PRR15	7p14.3
STX11	6q24.2
GAN	16q23.2
TNIP3	4q27
CRTC2	1q21.3
AKNA	9q32
TMCC3	12q22
MDP1	14q12
PPP1R1B	17q12
CSH1	17q23.3
ZNF93	19p12
ADGRG3	16q21
GPR26	10q26.13
ZNF880	19q13.41
CCL16	17q12
CD46	1q32.2
B3GNT5	3q27.1
USP17L27	4p16.1
MMP2	16q12.2
HOMER3	19p13.11
ATP13A3	3q29
PRR20D	13q21.1
RAN	12q24.33
UBE2Q2	15q24.2
ZNF146	19q13.12
PNP	14q11.2
CEP44	4q34.1
AFMID	17q25.3
DYRK4	12p13.32
MAGEH1	23p11.21
OR7G3	19p13.2
LPAR5	12p13.31
OGG1	3p25.3
H2BW2	23q22.2
H6PD	1p36.22
TMPRSS12	12q13.12
CDK12	17q12
FGF20	8p22
MFSD13A	10q24.32
TNNT1	19q13.42
ST3GAL1	8q24.22
HGD	3q13.33
UBAP2	9p13.3
APOBEC4	1q25.3
SCFD2	4q12
PDIA3	15q15.3
ELAVL1	19p13.2
PLEKHG7	12q22
OTX1	2p15
CXCL12	10q11.21
ZNF664	12q24.31
ERMN	2q24.1
TBX3	12q24.21
HAUS8	19p13.11
POLR3A	10q22.3
TIAL1	10q26.11
FIGLA	2p13.3
TPP2	13q33.1
ZNF611	19q13.41
RP13-347D8.7	23q24
LRIT3	4q25
KCNK3	2p23.3
GPRIN1	5q35.2
SLC22A23	6p25.2
UBR2	6p21.1
AGO3	1p34.3
CHST6	16q23.1
STX2	12q24.33
TP53TG3C	16p11.2
RP1L1	8p23.1
OTP	5q14.1
ABLIM1	10q25.3
CCDC126	7p15.3
IQCE	7p22.3
VPS39	15q15.1
ITPA	20p13
MTAP	9p21.3
BCL7B	7q11.23
NUTF2	16q22.1
GREB1L	18q11.1
KLF5	13q22.1
AC138969.4	16p13.11
AATK	17q25.3
C2orf83	2q36.3
ZNF780B	19q13.2
CPA6	8q13.2
PTMS	12p13.31
TRAK1	3p22.1
CT47A11	23q24
PTPRZ1	7q31.32
AC012005.1	24q11.23
FEM1C	5q22.3
TRIM31	6p22.1
ZNF326	1p22.2
C7orf61	7q22.1
FKBP1B	2p23.3
TPM3	1q21.3
CMC1	3p24.1
KCNE1	21q22.12
GTF2H1	11p15.1
TTC27	2p22.3
CRYBG2	1p36.11
GIMAP2	7q36.1
SYNGR3	16p13.3
PDCD6	5p15.33
RNASEK	17p13.1
GPR89B	1q21.2
SCN2A	2q24.3
DLG1	3q29
FLT3	13q12.2
RPF2	6q21
SHISA5	3p21.31
EPYC	12q21.33
GALNT7	4q34.1
UBC	12q24.31
SHPRH	6q24.3
ZNF701	19q13.41
HBA2	16p13.3
LSMEM2	3p21.31
MLX	17q21.2
RIMS4	20q13.12
RBPJL	20q13.12
PRSS8	16p11.2
RNF149	2q11.2
KCNE1B	21p11.2
MRPS21	1q21.2
ITGA1	5q11.2
LELP1	1q21.3
POGLUT3	11q22.3
TPRKB	2p13.1
SH3BP5	3p25.1
RBMY1F	24q11.223
PTCD3	2p11.2
NUP205	7q33
SP140L	2q37.1
CDK1	10q21.2
EYS	6q12
KATNIP	16p12.1
SLC38A9	5q11.2
LSM2	6p21.33
WDR82	3p21.2
COL1A2	7q21.3
GDF9	5q31.1
ARL4C	2q37.1
KRT12	17q21.2
TCF4	18q21.2
FAM221A	7p15.3
SERPINA9	14q32.13
SMARCE1	17q21.2
SLC25A31	4q28.1
RPS2	16p13.3
TCTN1	12q24.11
MX1	21q22.3
ADAM20	14q24.2
FRMPD1	9p13.2
SOX21	13q32.1
DNM2	19p13.2
GUCD1	22q11.23
SLC7A9	19q13.11
ACOT12	5q14.1
MICALL2	7p22.3
MBOAT7	19q13.42
CYP26C1	10q23.33
RAB40AL	23q22.1
PAQR7	1p36.11
DCBLD2	3q12.1
AXL	19q13.2
DEPDC4	12q23.1
HOXA6	7p15.2
SMCO2	12p11.23
MAGEL2	15q11.2
BTN3A2	6p22.2
LDAF1	16p12.3
ZNF419	19q13.43
METTL6	3p25.1
PRAF2	23p11.23
CREBRF	5q35.1
TMEM44	3q29
SAG	2q37.1
CCDC124	19p13.11
RPS7	2p25.3
GON4L	1q22
PSG6	19q13.31
PGRMC1	23q24
IL13	5q31.1
ASCL5	1q32.1
CCDC125	5q13.2
IL2RB	22q12.3
COL10A1	6q22.1
PCK2	14q11.2
COL22A1	8q24.23
OR5F1	11q12.1
S100PBP	1p35.1
UBE2E1	3p24.2
ABO	9q34.2
ABCA3	16p13.3
CIAO3	16p13.3
EIF3CL	16p12.1
VEGFB	11q13.1
CGB8	19q13.33
GABRB3	15q12
ATG2A	11q13.1
UBA2	19q13.11
WWOX	16q23.1
PPFIBP2	11p15.4
FFAR3	19q13.12
TAMALIN	12q13.13
RPL26L1	5q35.1
LTBP1	2p22.3
SNX14	6q14.3
TBC1D8B	23q22.3
IFT80	3q25.33
CTR9	11p15.4
G3BP1	5q33.1
NYX	23p11.4
FOXN2	2p16.3
UBE2Q1	1q21.3
TBC1D19	4p15.2
NXPE1	11q23.2
ZBTB38	3q23
FOXC2	16q24.1
FUT7	9q34.3
CPM	12q15
GPN2	1p36.11
LRRC74B	22q11.21
ZNF114	19q13.33
OAZ1	19p13.3
USP9X	23p11.4
PCSK5	9q21.13
XXbac-BPG116M5.17	6p21.33
KCNJ9	1q23.2
SHISA6	17p12
MPHOSPH6	16q23.3
FAM9C	23p22.2
HNRNPH1	5q35.3
IFT22	7q22.1
C14orf39	14q23.1
STRC	15q15.3
TXNDC12	1p32.3
PADI3	1p36.13
TCF12	15q21.3
ST6GALNAC3	1p31.1
ZMAT1	23q22.1
SMOC1	14q24.2
WDR75	2q32.2
TSPYL1	6q22.1
SUSD2	22q11.23
COL5A3	19p13.2
OR8G1	11q24.2
HTR3C	3q27.1
SLC22A13	3p22.2
KBTBD11	8p23.3
XAGE3	23p11.22
MICA	6p21.33
ZNF19	16q22.2
KMT2C	7q36.1
SLC30A6	2p22.3
TIMM8B	11q23.1
POM121L2	6p22.1
DDHD1	14q22.1
LIPG	18q21.1
ERGIC1	5q35.1
CERS1	19p13.11
IL2RG	23q13.1
NCDN	1p34.3
IFNGR1	6q23.3
SLC18A3	10q11.23
BABAM1	19p13.11
ASIC4	2q35
CYB5R3	22q13.2
GNG5	1p22.3
RETN	19p13.2
CCSAP	1q42.13
RPL7	8q21.11
SPTBN5	15q15.1
F2RL3	19p13.11
RBMXL1	1p22.2
GIN1	5q21.1
WBP4	13q14.11
MARK2	11q13.1
FIBP	11q13.1
RTKN	2p13.1
ZNF688	16p11.2
MCM3AP	21q22.3
TMED5	1p22.1
DERL2	17p13.2
LRRC71	1q23.1
GAL	11q13.2
CRLF3	17q11.2
TMBIM1	2q35
DCAF16	4p15.31
SIGMAR1	9p13.3
GOT1L1	8p11.23
OR4D5	11q24.1
HYKK	15q25.1
RP11-49P4.7	1p33
EHBP1	2p15
FEN1	11q12.2
FBXL12	19p13.2
DBF4	7q21.12
ZNF623	8q24.3
DGKH	13q14.11
WIPF3	7p14.3
DPM2	9q34.11
SPDYE6	7q22.1
RARB	3p24.2
CRISP2	6p12.3
SH3GL2	9p22.2
PYCR1	17q25.3
ATF7	12q13.13
ADCY10	1q24.2
PRDM2	1p36.21
ATF6	1q23.3
CXCL16	17p13.2
KLHL30	2q37.3
NPIPA1	16p13.11
C6orf136	6p21.33
CFAP126	1q23.3
CD55	1q32.2
NEMP2	2q32.2
SIL1	5q31.2
MEI4	6q14.1
SF3B3	16q22.1
VEPH1	3q25.32
ESM1	5q11.2
CYB561A3	11q12.2
ASAP1	8q24.21
GPR19	12p13.1
CT47A10	23q24
C1orf68	1q21.3
ANKRD26	10p12.1
PIGC	1q24.3
INO80C	18q12.2
DRAXIN	1p36.22
TAFA5	22q13.32
PROM1	4p15.32
HPS4	22q12.1
ADRA1D	20p13
NKAIN1	1p35.2
PPARGC1A	4p15.2
ASB2	14q32.12
KLHL21	1p36.31
KRTAP4-11	17q21.2
MARCHF5	10q23.33
GOLGA4	3p22.2
AFF1	4q21.3
SMCO3	12p12.3
ERN1	17q23.3
TCP10L3	6q27
LMCD1	3p25.3
GNAZ	22q11.22
MAGEA11	23q28
MATR3	5q31.2
ZAP70	2q11.2
STPG2	4q22.3
CHST14	15q15.1
PDCD10	3q26.1
ZNF549	19q13.43
TCP11L1	11p13
RCCD1	15q26.1
HTR1E	6q14.3
ATP2B4	1q32.1
GUCA2B	1p34.2
HS6ST3	13q32.1
HOXD3	2q31.1
PEG10	7q21.3
ZNF793	19q13.12
NIP7	16q22.1
POLR3GL	1q21.1
CDON	11q24.2
TRPC7	5q31.1
PGA5	11q12.2
ARHGEF11	1q23.1
SPDYE16	7q11.23
SUSD3	9q22.31
HS3ST4	16p12.1
AMIGO3	3p21.31
CCL15	17q12
NUP62CL	23q22.3
PSTPIP2	18q21.1
SUMO4	6q25.1
PLPP7	9q34.13
TSR3	16p13.3
PSTK	10q26.13
CAPN9	1q42.2
D2HGDH	2q37.3
ARPIN	15q26.1
SPON2	4p16.3
SP7	12q13.13
PODNL1	19p13.12
DMBX1	1p33
CYSRT1	9q34.3
VCP	9p13.3
CFTR	7q31.2
EME2	16p13.3
KRT81	12q13.13
SSR2	1q22
TRIM48	11q11
SPINT1	15q15.1
SMIM6	17q25.1
FAM3A	23q28
FAM25G	10q11.22
TNK2	3q29
CCRL2	3p21.31
GRIA2	4q32.1
NQO1	16q22.1
FMR1NB	23q28
RS1	23p22.13
FAM163B	9q34.2
TMEM140	7q33
PF4V1	4q13.3
SYCE1	10q26.3
EFCAB10	7q22.3
LIN28B	6q21
RAMP3	7p13
ZBTB33	23q24
ACSS1	20p11.21
ADARB2	10p15.3
HEPACAM	11q24.2
KRT18	12q13.13
RGPD1	2p11.2
ASB12	23q11.2
RIPPLY2	6q14.2
ZNF74	22q11.21
C10orf62	10q24.2
EVA1B	1p34.3
RRM2	2p25.1
PFN3	5q35.3
TRIM17	1q42.13
TCHHL1	1q21.3
ID2	2p25.1
CKMT1A	15q15.3
CKS1B	1q21.3
LZIC	1p36.22
GCK	7p13
TMTC1	12p11.22
ATXN10	22q13.31
TBC1D28	17p11.2
AC006328.1	24q11.23
GORASP1	3p22.2
NR4A1	12q13.13
DDX55	12q24.31
FRG2	4q35.2
CGB2	19q13.33
ZNF678	1q42.13
WEE2	7q34
SEC22B	1p12
PDCD11	10q24.33
MYO5A	15q21.2
RNF148	7q31.32
RP4-809F18.1	12q24.32
UNC13C	15q21.3
CTAGE6	7q35
GNAI1	7q21.11
MBTPS1	16q23.3
MBD1	18q21.1
EFHC2	23p11.3
GRM1	6q24.3
NTSR2	2p25.1
SPSB2	12p13.31
IAPP	12p12.1
AC124312.1	15q11.2
TMEM8B	9p13.3
COX4I1	16q24.1
NT5DC3	12q23.3
MLEC	12q24.31
TRPV1	17p13.2
PFKP	10p15.2
LYN	8q12.1
PM20D1	1q32.1
P4HA3	11q13.4
ACOT4	14q24.3
FOXN3	14q32.11
TTF1	9q34.13
OR9A4	7q34
SSX2	23p11.22
SLC3A1	2p21
BEX2	23q22.2
HERPUD1	16q13
PATE3	11q24.2
ITM2B	13q14.2
TMEM134	11q13.2
NRXN1	2p16.3
ASPHD1	16p11.2
HHLA1	8q24.22
LRP2	2q31.1
ZNF12	7p22.1
HTR1B	6q14.1
TAFAZZIN	23q28
GLRX5	14q32.13
OR5T2	11q12.1
IRF4	6p25.3
S100A14	1q21.3
GHRH	20q11.23
DPP6	7q36.2
HOOK1	1p32.1
LRTM1	3p14.3
PTPA	9q34.11
SYF2	1p36.11
TDRD3	13q21.2
POLR2A	17p13.1
MARCHF10	17q23.2
MDM2	12q15
GRM4	6p21.31
BOLA1	1q21.2
C1orf56	1q21.3
NFX1	9p13.3
TMEM200A	6q23.1
IQCH	15q23
EXOC2	6p25.3
SORCS1	10q25.1
EVI5	1p22.1
LAMB2	3p21.31
FAT3	11q14.3
CLASP1	2q14.2
ERBB3	12q13.2
ZFP41	8q24.3
RP11-69A21.2	23q13.1
PLS3	23q23
SMIM1	1p36.32
ARHGAP24	4q21.23
HSD17B11	4q22.1
CDK16	23p11.3
TECPR1	7q21.3
ING2	4q35.1
CD79A	19q13.2
OR1S2	11q12.1
AURKAIP1	1p36.33
LCE2C	1q21.3
NUP50	22q13.31
PIGA	23p22.2
UNC93B1	11q13.2
ARHGAP33	19q13.12
SBF1	22q13.33
TTC8	14q31.3
CHRNA6	8p11.21
CHID1	11p15.5
ADIPOQ	3q27.3
FNDC9	5q33.3
TSC1	9q34.13
PPEF1	23p22.13
ZNF599	19q13.11
IMPDH1	7q32.1
AGL	1p21.2
TMEM201	1p36.22
USP17L17	4p16.1
OR8K1	11q12.1
AKT2	19q13.2
HOXC11	12q13.13
SNTG2	2p25.3
MAEL	1q24.1
MASP1	3q27.3
AQP8	16p12.1
ADAT3	19p13.3
LLCFC1	7q34
GGT6	17p13.2
NAPG	18p11.22
FXYD1	19q13.12
OR10H3	19p13.12
SFPQ	1p34.3
LCT	2q21.3
NIPAL4	5q33.3
GPR152	11q13.2
PCDHGC5	5q31.3
ANXA8	10q11.22
SUPT3H	6p21.1
HMP19	5q35.2
ARHGEF40	14q11.2
MED29	19q13.2
FKBP14	7p14.3
FOXM1	12p13.33
PIGH	14q24.1
PRKCI	3q26.2
CEP78	9q21.2
SCAND1	20q11.23
INPP4A	2q11.2
CEP350	1q25.2
SNX13	7p21.1
RGPD5	2q13
BPIFB1	20q11.21
TMEM126B	11q14.1
DPPA4	3q13.13
BDH2	4q24
HEPHL1	11q21
PFKM	12q13.11
C1QTNF2	5q33.3
LCNL1	9q34.3
INAVA	1q32.1
RPL6	12q24.13
MCRIP1	17q25.3
ZDHHC18	1p36.11
TLCD2	17p13.3
MAGEB1	23p21.2
SYP	23p11.23
SMIM21	18q23
DUSP3	17q21.31
RIMBP3	22q11.21
ARRB1	11q13.4
EPS15	1p32.3
CD24	6q21
CXorf49	23q13.1
LCE1F	1q21.3
IQGAP2	5q13.3
SOS2	14q21.3
CORO1C	12q24.11
ERAL1	17q11.2
LRRC15	3q29
OR56B1	11p15.4
TTLL6	17q21.32
DUSP15	20q11.21
CDC25A	3p21.31
C2orf16	2p23.3
NTNG2	9q34.13
DCTN5	16p12.2
MN1	22q12.1
PPM1L	3q25.33
DHRS2	14q11.2
CFAP58	10q25.1
ZZEF1	17p13.2
CD163L1	12p13.31
TCF20	22q13.2
GAGE12H	23p11.23
RAP1GAP	1p36.12
C1orf198	1q42.2
CDY2B	24q11.222
PBOV1	6q23.3
ARHGEF16	1p36.32
MMP10	11q22.2
PIGY	4q22.1
DNAH9	17p12
KPNA4	3q25.33
ZNF436	1p36.12
ADAMTS16	5p15.32
SCAF8	6q25.2
GCAT	22q13.1
DPCD	10q24.32
FRMD8	11q13.1
IFT43	14q24.3
CNDP2	18q22.3
NCKAP1	2q32.1
ST3GAL6	3q12.1
CCNF	16p13.3
CGA	6q14.3
ZFP82	19q13.12
RINL	19q13.2
PFKFB1	23p11.21
ZGPAT	20q13.33
TCERG1	5q32
CDHR3	7q22.3
PCNA	20p12.3
CDC42BPB	14q32.32
SIGLEC11	19q13.33
GYPE	4q31.21
LIN54	4q21.22
TG	8q24.22
EFCAB13	17q21.32
ACACB	12q24.11
MAPK12	22q13.33
RASAL2	1q25.2
PLK1	16p12.2
OR4C15	11q11
ACAT1	11q22.3
STK32B	4p16.2
INO80E	16p11.2
RIMOC1	5p13.1
ACTRT3	3q26.2
SCGB2A1	11q12.3
CTD-3074O7.11	11q13.2
AEBP2	12p12.3
MSRA	8p23.1
CYFIP1	15q11.2
PRRT2	16p11.2
MEIS3	19q13.32
RASEF	9q21.32
C20orf141	20p13
APOA5	11q23.3
SLC7A1	13q12.3
LMO1	11p15.4
MDK	11p11.2
MTHFD2	2p13.1
ANXA11	10q22.3
SYNCRIP	6q14.3
PABIR1	9q21.11
C4orf36	4q21.3
CRY2	11p11.2
FRA10AC1	10q23.33
ACVR1	2q24.1
GTF2IRD2	7q11.23
TDGF1	3p21.31
NPY5R	4q32.2
TIAM2	6q25.2
PTPRD	9p23
PHLDB2	3q13.2
MRPL51	12p13.31
BCL2L14	12p13.2
DNAJC14	12q13.2
PEMT	17p11.2
CERKL	2q31.3
SYT4	18q12.3
KRTAP19-3	21q22.11
FGFR1	8p11.23
NSFL1C	20p13
SF3A1	22q12.2
TSPY8	24p11.2
PRR14	16p11.2
SRGAP2	1q32.1
CDO1	5q22.3
IQCA1	2q37.3
SNAPC4	9q34.3
BBLN	9q34.11
EIF5AL1	10q22.3
PEX10	1p36.32
MYCBP	1p34.3
CAMK4	5q22.1
NEK6	9q33.3
GGA3	17q25.1
FAM241A	4q25
HDHD3	9q32
VRK1	14q32.2
SCPEP1	17q22
SNRNP40	1p35.2
ECI2	6p25.2
TXN2	22q12.3
LEP	7q32.1
RANGAP1	22q13.2
ARF5	7q32.1
CHML	1q43
AKR1A1	1p34.1
CWH43	4p11
GDF1	19p13.11
ETV2	19q13.12
LPP	3q28
ELAPOR2	7q21.12
KLF12	13q22.1
CD300C	17q25.1
PDXDC1	16p13.11
GPM6B	23p22.2
FAM9B	23p22.31
CENPVL3	23p11.22
HEATR5B	2p22.2
PLEKHH3	17q21.2
SEPTIN12	16p13.3
BACH2	6q15
UGT1A8	2q37.1
ADAMTS19	5q23.3
MON2	12q14.1
PPP4R3B	2p16.1
ASF1A	6q22.31
MDN1	6q15
UFL1	6q16.1
ABCB1	7q21.12
GLYATL2	11q12.1
DALRD3	3p21.31
TRAPPC12	2p25.3
AMN1	12p11.21
SLC25A30	13q14.13
KHDC4	1q22
AKAP1	17q22
IFITM3	11p15.5
WDR7	18q21.31
SHC3	9q22.1
HEXA	15q23
MICU3	8p22
SCD5	4q21.22
ZNF90	19p12
SPICE1	3q13.2
AKR1B1	7q33
CENPH	5q13.2
WDR86	7q36.1
ZNF749	19q13.43
PHYKPL	5q35.3
SEC23B	20p11.23
CYC1	8q24.3
VOPP1	7p11.2
SLCO1B3	12p12.2
NSF	17q21.31
SERPINB10	18q22.1
COMT	22q11.21
IL20	1q32.1
MR1	1q25.3
AL360294.1	1q42.3
STIL	1p33
PEAR1	1q23.1
PRTFDC1	10p12.1
ZNF33A	10p11.1
NALF2	23q13.1
ERVW-1	7q21.2
GORASP2	2q31.1
ANKRD18A	9p13.1
AKR1C4	10p15.1
CTDSPL2	15q15.3
FMO5	1q21.1
PSMD11	17q11.2
FLRT3	20p12.1
KLF1	19p13.13
OR4D10	11q12.1
TMPRSS15	21q21.1
USP17L8	8p23.1
TOMM5	9p13.2
RPL8	8q24.3
PARL	3q27.1
KCTD13	16p11.2
MTRF1	13q14.11
NOMO1	16p13.11
PIK3C2B	1q32.1
SMCO1	3q29
SOGA3	6q22.33
TNFSF11	13q14.11
MPND	19p13.3
HAPLN4	19p13.11
PTS	11q23.1
LRRC8B	1p22.2
ITGB2	21q22.3
DIPK1C	18q22.3
GDF6	8q22.1
BRME1	19p13.12
INVS	9q31.1
DENND5B	12p11.21
GPR179	17q12
GRIN2C	17q25.1
PMF1	1q22
PACSIN2	22q13.2
CNN1	19p13.2
MAN1C1	1p36.11
MAP7D2	23p22.12
CPEB3	10q23.32
PILRB	7q22.1
MAP2	2q34
TNNI3K	1p31.1
PIWIL4	11q21
C9orf129	9q22.31
WDR55	5q31.3
TMEM191B	22q11.21
CSRP1	1q32.1
TAS1R1	1p36.31
RETREG2	2q35
AC022405.1	15q15.1
PDXK	21q22.3
FTCDNL1	2q33.1
CCDC191	3q13.31
PRR18	6q27
BIRC6	2p22.3
OTUB1	11q13.1
PPAN	19p13.2
TNKS2	10q23.32
ATP6V0D1	16q22.1
CNPY2	12q13.3
QSOX2	9q34.3
RALGAPA1	14q13.2
IHO1	3p21.31
ZNF608	5q23.2
LTBR	12p13.31
RPL23A	17q11.2
RPP25L	9p13.3
CENPP	9q22.31
USP22	17p11.2
CXXC1	18q21.1
SH3D19	4q31.3
GPLD1	6p22.3
TAGLN2	1q23.2
VWA2	10q25.3
MVB12A	19p13.11
MEIS1	2p14
NUDT6	4q28.1
CTC-534A2.2	5q12.3
CBFB	16q22.1
NUDT15	13q14.2
KRTAP9-1	17q21.2
METTL14	4q26
HEY2	6q22.31
PAPOLB	7p22.1
DNMT1	19p13.2
WDPCP	2p15
MAP4K4	2q11.2
TYMP	22q13.33
DTNA	18q12.1
NPC1L1	7p13
ITGA7	12q13.2
PKDCC	2p21
DEFB119	20q11.21
SYNJ1	21q22.11
B3GNTL1	17q25.3
POLR2H	3q27.1
CTC-295J13.3	5q32
SLC44A4	6p21.33
CGGBP1	3p11.1
PELI2	14q22.3
AC006449.2	17q12
UCN	2p23.3
GPT	8q24.3
MEIOSIN	19q13.32
TEDC2	16p13.3
RAB9A	23p22.2
FBXO9	6p12.1
SAMD15	14q24.3
GRB7	17q12
NCLN	19p13.3
SLC5A3	21q22.11
SSR4	23q28
HLA-G	6p22.1
LDLRAD4	18p11.21
WNT16	7q31.31
CD302	2q24.2
SLAIN1	13q22.3
BABAM2	2p23.2
GSK3B	3q13.33
AGAP5	10q22.2
CD36	7q21.11
DHX8	17q21.31
CAMK1G	1q32.2
NUP153	6p22.3
TSR1	17p13.3
HCRT	17q21.2
NAPSA	19q13.33
SPINK2	4q12
MFN2	1p36.22
FNDC3A	13q14.2
SCRN2	17q21.32
TMEM120B	12q24.31
ZBTB9	6p21.32
CNPPD1	2q35
TARBP1	1q42.2
PSMD6	3p14.1
AC138645.2	17q21.31
ZNF527	19q13.12
SSX3	23p11.23
FRMPD3	23q22.3
USP39	2p11.2
OR4N5	14q11.2
ABHD6	3p14.3
MEGF8	19q13.2
MTRR	5p15.31
ANK3	10q21.2
FCRL2	1q23.1
NR4A3	9q31.1
SDHA	5p15.33
SYCP3	12q23.2
NNAT	20q11.23
MAD2L1	4q27
PHF19	9q33.2
DNA2	10q21.3
ZNF716	7p11.2
ABCB9	12q24.31
C19orf84	19q13.41
DIS3L	15q22.31
LHFPL2	5q14.1
CNTLN	9p22.2
SDR42E1	16q23.3
FOXI2	10q26.2
HSD17B2	16q23.3
OR1L3	9q33.2
SESN1	6q21
TSFM	12q14.1
GSTT2B	22q11.23
MAP4K2	11q13.1
LNX1	4q12
CCL3	17q12
TRIQK	8q22.1
UGDH	4p14
RAD51B	14q24.1
STEEP1	23q24
HLA-DMA	6p21.32
RSRC1	3q25.32
SGPL1	10q22.1
AIRE	21q22.3
CFH	1q31.3
LY6G6F	6p21.33
RP11-574F21.3	1q23.2
WNT7B	22q13.31
SGO2	2q33.1
SPEM2	17p13.1
IL7R	5p13.2
TMEM216	11q12.2
ARHGDIA	17q25.3
KLK6	19q13.41
SDHAF4	6q13
XPO4	13q12.11
NKAIN4	20q13.33
PLEKHG1	6q25.1
PDHA1	23p22.12
PPP2R5C	14q32.31
EIF5B	2q11.2
ARL5B	10p12.31
UTS2R	17q25.3
ZNF705B	8p23.1
UTP3	4q13.3
OR8B4	11q24.2
SKA2	17q22
ZNF738	19p12
CCDC71L	7q22.3
ENKD1	16q22.1
FOXA3	19q13.32
NAB2	12q13.3
KCNC2	12q21.1
KCNK1	1q42.2
ZNF227	19q13.31
PSMC3IP	17q21.2
SELK	3p21.1
PCSK6	15q26.3
CDC42EP3	2p22.2
DOHH	19p13.3
TTPA	8q12.3
CDY1B	24q11.23
P2RX3	11q12.1
ZBTB7B	1q21.3
ABCC12	16q12.1
AC007326.1	22q11.21
SFT2D2	1q24.2
ANKRD36B	2q11.2
MAGEB18	23p21.3
MAGEB10	23p21.3
ZNF438	10p11.23
FBLL1	5q34
RND3	2q23.3
NR3C2	4q31.23
BBS1	11q13.2
GPR180	13q32.1
DKC1	23q28
KIDINS220	2p25.1
AMMECR1L	2q14.3
DEFA1	8p23.1
GABRA3	23q28
CYP27A1	2q35
NENF	1q32.3
DRD2	11q23.2
ADAM12	10q26.2
PLCD3	17q21.31
HDC	15q21.2
AQR	15q14
STK17B	2q32.3
HSPD1	2q33.1
SFSWAP	12q24.33
ZFP36L1	14q24.1
ZNF304	19q13.43
KLF17	1p34.1
RPA3	7p21.3
SLC30A3	2p23.3
F7	13q34
RNF25	2q35
RP11-811O14.1	2q36.2
PIK3R2	19p13.11
ZSCAN9	6p22.1
DOK2	8p21.3
OR5AP2	11q12.1
PLAAT5	11q12.3
MID1	23p22.2
MAST3	19p13.11
REV1	2q11.2
STX16	20q13.32
MED15	22q11.21
RCVRN	17p13.1
PLSCR5	3q24
TEK	9p21.2
BAG6	6p21.33
PYCR2	1q42.12
PABPC1	8q22.3
CSF2	5q31.1
PIGBOS1	15q21.3
CNTD1	17q21.31
PHF12	17q11.2
PRMT1	19q13.33
OR5T3	11q12.1
NAIP	5q13.2
NUDT1	7p22.3
YEATS4	12q15
SYNJ2BP-COX16	14q24.2
PCGF1	2p13.1
RNGTT	6q15
KRTAP10-1	21q22.3
EPS8	12p12.3
EP400	12q24.33
ANAPC7	12q24.11
LRCH1	13q14.13
H2AB3	23q28
